graph,fastmap_dims,query_idx,source,target,fastmap_cost,dijkstra_cost,cost_diff,cost_ratio,is_violation,fastmap_expansions,dijkstra_expansions
NY,64,5,175203,191335,1413951.0,1174219.0,239732.0,1.2041629372374318,True,45279,263960
NY,64,6,41090,64820,513671.0,414851.0,98820.0,1.2382060064938978,True,1221,160171
NY,64,7,262913,194027,1051511.0,895604.0,155907.0,1.1740802854833163,True,2289,187230
NY,64,8,252709,199041,269805.0,253960.0,15845.0,1.062391715230745,True,1492,35584
NY,64,9,103355,235796,793335.0,636516.0,156819.0,1.2463708689176705,True,4115,224515
NY,64,10,214176,184779,49063.0,44190.0,4873.0,1.1102738176057931,True,53,3410
NY,64,11,258795,156730,942113.0,849262.0,92851.0,1.1093313959649673,True,1781,183469
NY,64,12,149503,130523,468315.0,318884.0,149431.0,1.4686061389094467,True,5882,68724
NY,64,13,2747,123855,1084604.0,881317.0,203287.0,1.2306627467755642,True,5831,212100
NY,64,14,65725,129981,565185.0,471140.0,94045.0,1.1996115804219551,True,1048,55076
NY,64,15,84654,67435,541140.0,489151.0,51989.0,1.1062841535640324,True,686,28229
NY,64,16,31551,3890,887667.0,676902.0,210765.0,1.311367081202301,True,2145,216468
NY,64,17,41606,256840,675585.0,539876.0,135709.0,1.2513706851202868,True,6250,213225
NY,64,18,141699,239931,499602.0,463449.0,36153.0,1.0780085834687312,True,6772,187839
NY,64,19,239629,205041,783342.0,712423.0,70919.0,1.099546196571419,True,4038,196364
NY,64,20,174073,207624,289279.0,247165.0,42114.0,1.1703882022130965,True,382,47915
NY,64,21,68148,252801,784297.0,688818.0,95479.0,1.1386128120925991,True,13326,200022
NY,64,22,124243,251995,742948.0,657682.0,85266.0,1.1296462424089453,True,10046,189515
NY,64,23,154555,48555,623851.0,519504.0,104347.0,1.2008588961778928,True,3139,107522
NY,64,24,256508,106530,813999.0,649853.0,164146.0,1.2525894317637989,True,5018,197003
NY,64,25,80077,200551,888792.0,792671.0,96121.0,1.1212621629906985,True,6887,155488
NY,64,26,208261,240181,559668.0,477010.0,82658.0,1.1732835789606089,True,9717,156741
NY,64,27,171829,202283,345478.0,290640.0,54838.0,1.188680154142582,True,731,47208
NY,64,28,196769,37065,419568.0,318721.0,100847.0,1.3164115323433347,True,8145,110966
NY,64,29,223165,99299,510761.0,396165.0,114596.0,1.2892633120038368,True,1185,122548
NY,64,30,11534,40397,341882.0,280609.0,61273.0,1.218357215912533,True,733,70008
NY,64,31,257750,263160,288654.0,236994.0,51660.0,1.2179802020304311,True,332,8252
NY,64,32,55591,220884,337886.0,259125.0,78761.0,1.3039498311625664,True,688,88238
NY,64,33,23247,24300,116064.0,105505.0,10559.0,1.1000805649021372,True,105,12886
NY,64,34,82798,9268,1003352.0,947456.0,55896.0,1.0589958794920291,True,2236,193594
NY,64,35,194776,217851,257719.0,229408.0,28311.0,1.1234089482494072,True,3691,63599
NY,64,36,236584,38044,951119.0,819825.0,131294.0,1.160148812246516,True,4406,160578
NY,64,37,48984,120151,273169.0,224962.0,48207.0,1.2142895244530187,True,398,56270
NY,64,38,133767,124375,813918.0,620781.0,193137.0,1.3111193802645378,True,4519,222379
NY,64,39,179262,136330,258979.0,231023.0,27956.0,1.121009596447107,True,532,51056
NY,64,40,164231,13986,469920.0,366434.0,103486.0,1.2824137498157921,True,4871,91870
NY,64,41,61858,129312,318345.0,238105.0,80240.0,1.3369941832384873,True,535,26573
NY,64,42,12666,134633,234957.0,212507.0,22450.0,1.1056435787997572,True,293,36059
NY,64,43,104488,183323,630804.0,515094.0,115710.0,1.2246386096518305,True,13666,195708
NY,64,44,30535,77373,972833.0,772226.0,200607.0,1.2597775780665246,True,3098,245192
NY,64,45,123684,24538,476308.0,376544.0,99764.0,1.264946460440214,True,2062,97918
NY,64,46,201664,139182,129411.0,123984.0,5427.0,1.0437717770034842,True,366,17450
NY,64,47,158338,184064,170425.0,130865.0,39560.0,1.302296259504069,True,182,15330
NY,64,48,214020,98806,823478.0,666614.0,156864.0,1.2353145898525983,True,14569,212577
NY,64,49,90982,121626,446883.0,417516.0,29367.0,1.0703374241945218,True,658,36494
NY,64,50,119176,218126,1061043.0,899413.0,161630.0,1.1797060971989508,True,3032,161116
NY,64,51,218969,122409,366923.0,284834.0,82089.0,1.288199442482288,True,526,63227
NY,64,52,23419,253618,305094.0,243168.0,61926.0,1.2546634425582313,True,1156,66110
NY,64,53,245310,50015,707482.0,562801.0,144681.0,1.2570731039923526,True,3047,160417
NY,64,54,248550,122096,811194.0,626434.0,184760.0,1.2949392912900641,True,2381,220000
NY,64,55,107059,185340,921698.0,793802.0,127896.0,1.1611182637483906,True,10729,248624
NY,64,56,110687,211428,558024.0,491343.0,66681.0,1.1357117125918146,True,1802,174123
NY,64,57,105878,202982,707813.0,663532.0,44281.0,1.0667352893304316,True,1775,151597
NY,64,58,198286,249002,242476.0,215578.0,26898.0,1.124771544406201,True,1599,56689
NY,64,59,250396,164899,469023.0,397173.0,71850.0,1.1809035357388342,True,513,124002
NY,64,60,43585,64044,482877.0,375992.0,106885.0,1.2842746654184132,True,983,106572
NY,64,61,109556,2693,910370.0,705970.0,204400.0,1.2895307166026886,True,3799,235211
NY,64,62,243307,200235,421036.0,403133.0,17903.0,1.0444096613276512,True,1536,72289
NY,64,63,25939,152906,587325.0,521280.0,66045.0,1.126697744014733,True,2003,212684
NY,64,64,18047,75766,799888.0,671560.0,128328.0,1.191089403776282,True,3928,246198
NY,64,65,44262,161152,939613.0,737182.0,202431.0,1.2746011161422823,True,17351,246527
NY,64,66,128376,137848,590983.0,511134.0,79849.0,1.1562193084396655,True,4235,153064
NY,64,67,92787,127948,287672.0,248456.0,39216.0,1.1578388125060373,True,197,42808
NY,64,68,55016,21959,251531.0,231566.0,19965.0,1.0862173203320005,True,380,71325
NY,64,69,136602,225928,610252.0,536814.0,73438.0,1.1368034365720716,True,12765,211094
NY,64,70,228576,13545,306296.0,266008.0,40288.0,1.1514540916062674,True,567,38208
NY,64,71,165838,61087,994579.0,750781.0,243798.0,1.3247258521459653,True,8152,226464
NY,64,72,68840,118451,285390.0,203532.0,81858.0,1.4021873710276516,True,527,36809
NY,64,73,39353,193075,639591.0,519865.0,119726.0,1.2303020976599695,True,5296,184494
NY,64,74,214283,65318,885126.0,718328.0,166798.0,1.232203116125224,True,3971,227242
NY,64,75,241025,67172,1158852.0,988366.0,170486.0,1.1724927810143206,True,18482,230072
NY,64,76,216688,256951,777208.0,602037.0,175171.0,1.290963844414878,True,11416,220292
NY,64,77,93264,246458,755178.0,597697.0,157481.0,1.2634796560799202,True,5065,168874
NY,64,78,225281,112859,399490.0,319920.0,79570.0,1.2487184296074019,True,1836,44441
NY,64,79,257426,177789,623732.0,496228.0,127504.0,1.256946403669281,True,5729,149150
NY,64,80,218164,125657,349851.0,261602.0,88249.0,1.337340693113967,True,625,48555
NY,64,81,235167,157381,946507.0,832298.0,114209.0,1.1372212837228974,True,3689,232400
NY,64,82,194806,70467,630874.0,390877.0,239997.0,1.613996218759354,True,7580,161290
NY,64,83,183734,98506,880449.0,735227.0,145222.0,1.1975199496210014,True,10730,212661
NY,64,84,109751,168229,688900.0,608567.0,80333.0,1.1320035427487853,True,2067,211939
NY,64,85,106081,89045,1011536.0,866216.0,145320.0,1.1677641604403521,True,4218,247695
NY,64,86,34698,110078,283834.0,223861.0,59973.0,1.2679028504295076,True,677,36071
NY,64,87,22671,86202,906797.0,764474.0,142323.0,1.1861711451272379,True,10320,257715
NY,64,88,51663,15708,307239.0,199034.0,108205.0,1.5436508335259302,True,1276,47834
NY,64,89,133883,112547,452367.0,343251.0,109116.0,1.3178898240646058,True,3816,111209
NY,64,90,34754,226814,319157.0,243971.0,75186.0,1.3081759717343455,True,585,49224
NY,64,91,237714,142483,637731.0,576185.0,61546.0,1.106816387097894,True,4175,117197
NY,64,92,133983,214835,210100.0,179489.0,30611.0,1.170545270183688,True,2172,28840
NY,64,93,84896,71295,286948.0,233806.0,53142.0,1.2272910019417809,True,801,23442
NY,64,94,219686,132874,465601.0,428876.0,36725.0,1.0856308117031497,True,2489,135851
NY,64,95,8155,47254,558779.0,420330.0,138449.0,1.3293816763019533,True,4806,112263
NY,64,96,85981,30306,1067093.0,908983.0,158110.0,1.1739416468734838,True,2297,190789
NY,64,97,147718,120975,351231.0,288364.0,62867.0,1.2180126506776159,True,815,61038
NY,64,98,107512,147443,544583.0,484252.0,60331.0,1.124585959376523,True,1108,154670
NY,64,99,133121,162688,322457.0,274514.0,47943.0,1.1746468303984496,True,901,76380
FLA,8,0,121958,671155,3441886.0,3106219.0,335667.0,1.1080628893197808,True,12879,428013
FLA,8,1,131932,259178,9120251.0,8224392.0,895859.0,1.108927079351276,True,123259,1055254
FLA,8,2,110268,732180,561587.0,482609.0,78978.0,1.1636480049066635,True,4462,81971
FLA,8,3,137337,999890,3385942.0,2954530.0,431412.0,1.1460171330126958,True,11821,663583
FLA,8,4,912756,175203,6212529.0,5421445.0,791084.0,1.1459175551905443,True,3212,289975
FLA,8,5,278167,41090,1574000.0,1365255.0,208745.0,1.1528981765311241,True,1213,97478
FLA,8,6,329365,787201,1931106.0,1684576.0,246530.0,1.1463454305415726,True,5602,414727
FLA,8,7,327069,791743,2857597.0,2344606.0,512991.0,1.2187962497750155,True,12488,594025
FLA,8,8,103355,184779,1723283.0,1692681.0,30602.0,1.018079011934322,True,411,209588
FLA,8,9,989436,486232,1903991.0,1540670.0,363321.0,1.2358201302030936,True,4834,279639
FLA,8,10,917040,156730,5708331.0,5446706.0,261625.0,1.0480336188514674,True,5962,326952
FLA,8,11,654811,527035,5225318.0,5138650.0,86668.0,1.0168659083611455,True,4600,366888
FLA,8,12,648143,65725,7679475.0,7199834.0,479641.0,1.0666183414784285,True,54410,758410
FLA,8,13,84654,953277,4100303.0,3318485.0,781818.0,1.2355948572918063,True,35078,457892
FLA,8,14,591723,319030,2737086.0,2456227.0,280859.0,1.1143457017612786,True,7823,295262
FLA,8,15,555839,273538,7964650.0,6780434.0,1184216.0,1.1746519470582562,True,56187,969149
FLA,8,16,331236,528178,2137939.0,1850972.0,286967.0,1.1550358406285994,True,5051,413257
FLA,8,17,565894,489492,5461453.0,5003846.0,457607.0,1.0914510558478419,True,29326,746032
FLA,8,18,473254,349457,4759891.0,3889857.0,870034.0,1.2236673481827225,True,19166,560404
FLA,8,19,665987,698361,375019.0,275378.0,99641.0,1.3618335524261198,True,1904,39174
FLA,8,20,68148,648531,7766688.0,6960499.0,806189.0,1.1158234488648011,True,86801,1036308
FLA,8,21,906606,678843,7018777.0,6767855.0,250922.0,1.0370755579131055,True,19975,572844
FLA,8,22,572843,256508,11439342.0,10345876.0,1093466.0,1.1056910019025938,True,396543,1055824
FLA,8,23,803591,896942,2886856.0,2692844.0,194012.0,1.0720472481881609,True,12028,609906
FLA,8,24,106530,604365,562549.0,480402.0,82147.0,1.170996373870217,True,3766,101355
FLA,8,25,460337,805889,2442754.0,2140699.0,302055.0,1.1411011076288633,True,16240,428468
FLA,8,26,208261,271836,2821177.0,2328644.0,492533.0,1.2115106473982282,True,2721,486538
FLA,8,27,989913,202283,2968131.0,2608123.0,360008.0,1.1380333672913432,True,6956,589839
FLA,8,28,196769,561353,4810971.0,4443188.0,367783.0,1.0827745753724578,True,76487,831381
FLA,8,29,1046797,950110,2953382.0,2484629.0,468753.0,1.1886611643025982,True,6902,371966
FLA,8,30,487879,564685,4084898.0,3751170.0,333728.0,1.0889663758240762,True,56556,801640
FLA,8,31,782038,1007293,3154962.0,2353540.0,801422.0,1.3405176882483407,True,11609,521492
FLA,8,32,579879,23247,6831850.0,6030056.0,801794.0,1.132966261009848,True,61018,852502
FLA,8,33,607086,533556,4741561.0,4520927.0,220634.0,1.0488028229608661,True,11775,676820
FLA,8,34,742139,432315,2246565.0,1604269.0,642296.0,1.400366771408037,True,4987,227811
FLA,8,35,926075,516588,194969.0,154454.0,40515.0,1.2623111088090953,True,600,14356
FLA,8,36,978732,48984,4767568.0,4362847.0,404721.0,1.0927653433640923,True,35107,737196
FLA,8,37,302918,264712,3955595.0,3676888.0,278707.0,1.0757996980054874,True,6710,717147
FLA,8,38,133767,648663,8525464.0,7606839.0,918625.0,1.120763039680477,True,73606,1036377
FLA,8,39,136330,480754,6398617.0,5019059.0,1379558.0,1.2748638738855231,True,43310,919192
FLA,8,40,13986,586146,5360207.0,5155183.0,205024.0,1.0397704601369147,True,26034,982166
FLA,8,41,12666,134633,4346226.0,3356787.0,989439.0,1.2947577549603237,True,44119,711905
FLA,8,42,288998,850937,5624061.0,5354281.0,269780.0,1.0503858501262822,True,7512,673720
FLA,8,43,628776,996107,4618411.0,4134719.0,483692.0,1.116983040443619,True,45711,592005
FLA,8,44,838688,351279,696986.0,590877.0,106109.0,1.1795788294348908,True,1965,69938
FLA,8,45,913910,489570,5119881.0,4957261.0,162620.0,1.03280440549731,True,4261,235261
FLA,8,46,24538,894498,4673059.0,4177337.0,495722.0,1.118669381953144,True,115915,767470
FLA,8,47,201664,491234,1323078.0,1089983.0,233095.0,1.213851959158996,True,16063,130285
FLA,8,48,139182,184064,1511010.0,1269817.0,241193.0,1.1899431177878388,True,12999,147869
FLA,8,49,214020,1039577,2328636.0,1994812.0,333824.0,1.1673460957724338,True,10835,289670
FLA,8,50,623094,897421,2468646.0,2257188.0,211458.0,1.0936820504096247,True,28659,227312
FLA,8,51,615270,917710,11158031.0,10103467.0,1054564.0,1.1043764482033742,True,382478,1041870
FLA,8,52,218969,122409,5700112.0,4922780.0,777332.0,1.1579050861505085,True,43683,896126
FLA,8,53,253618,769598,7433756.0,6572275.0,861481.0,1.131078051359689,True,18769,463649
FLA,8,54,772838,874371,1936608.0,1679187.0,257421.0,1.1533009724348748,True,6682,407215
FLA,8,55,735716,973548,5898323.0,5250970.0,647353.0,1.1232825554135712,True,72885,858270
FLA,8,56,773290,999238,1937172.0,1648194.0,288978.0,1.1753300885696707,True,8976,426103
FLA,8,57,861882,379989,2139808.0,1574718.0,565090.0,1.3588515531034764,True,30008,382640
FLA,8,58,415515,43585,1965290.0,1664937.0,300353.0,1.1803990181009851,True,5592,439748
FLA,8,59,64044,960061,1473419.0,1152264.0,321155.0,1.2787165094110378,True,14887,102104
FLA,8,60,442296,109556,2820270.0,2354232.0,466038.0,1.1979575504878024,True,9732,452195
FLA,8,61,767595,200235,2638588.0,2207290.0,431298.0,1.1953970706160042,True,11495,569304
FLA,8,62,25939,542335,1553795.0,1426730.0,127065.0,1.0890602987250566,True,4566,189945
FLA,8,63,75766,408923,4230088.0,3809385.0,420703.0,1.1104385616050885,True,25983,608462
FLA,8,64,568550,387261,2420201.0,2191467.0,228734.0,1.104374832018917,True,43922,253697
FLA,8,65,810208,685440,1857268.0,1659482.0,197786.0,1.119185384354877,True,38148,270013
FLA,8,66,984346,137848,4964117.0,3897727.0,1066390.0,1.2735927888228191,True,47482,753649
FLA,8,67,617075,127948,9631756.0,8518553.0,1113203.0,1.1306798232047157,True,155931,973563
FLA,8,68,402690,499046,500079.0,481045.0,19034.0,1.039568023781559,True,215,22786
FLA,8,69,451269,21959,4245320.0,3844469.0,400851.0,1.104266935173622,True,26268,755950
FLA,8,70,228576,1015602,3196886.0,2640170.0,556716.0,1.2108636943833162,True,12613,435591
FLA,8,71,914091,165838,5780291.0,5440026.0,340265.0,1.062548414290667,True,8368,324472
FLA,8,72,61087,1013343,1613484.0,1426400.0,187084.0,1.131158160403814,True,20370,177723
FLA,8,73,118451,439792,2056051.0,1947842.0,108209.0,1.0555532738281648,True,1752,241894
FLA,8,74,39353,193075,3187981.0,3060423.0,127558.0,1.0416798592874252,True,2715,194151
FLA,8,75,65318,765313,2153171.0,1940228.0,212943.0,1.109751534355756,True,6175,311794
FLA,8,76,416880,591460,3905127.0,3716378.0,188749.0,1.0507884289488314,True,11953,870629
FLA,8,77,740976,781239,3711798.0,3253573.0,458225.0,1.1408374731410666,True,8479,658945
FLA,8,78,770746,813168,974843.0,868722.0,106121.0,1.1221576062307619,True,11882,171409
FLA,8,79,225281,1020545,5571178.0,4869690.0,701488.0,1.144051880099144,True,41120,853818
FLA,8,80,898613,269536,7794746.0,6725670.0,1069076.0,1.1589545725555968,True,41277,973686
FLA,8,81,317824,177789,3734134.0,3113444.0,620690.0,1.1993580099722365,True,15532,793435
FLA,8,82,742452,837291,2718463.0,2517812.0,200651.0,1.0796926061199168,True,4609,413259
FLA,8,83,125657,681669,4948513.0,4654205.0,294308.0,1.0632348596591685,True,15801,604440
FLA,8,84,109751,811774,3910310.0,3762537.0,147773.0,1.0392748297226047,True,5872,600665
FLA,8,85,461079,368452,2784079.0,2414775.0,369304.0,1.152935159590438,True,6955,460919
FLA,8,86,106081,983237,7178493.0,6350526.0,827967.0,1.1303777041460819,True,124277,892202
FLA,8,87,558986,110078,1255120.0,1017697.0,237423.0,1.2332943891944261,True,4943,99986
FLA,8,88,22671,51663,2938004.0,2709129.0,228875.0,1.0844828725394766,True,3796,440279
FLA,8,89,1064284,311955,3820065.0,2846749.0,973316.0,1.3419043969103002,True,17417,374189
FLA,8,90,112547,910681,10836194.0,9796770.0,1039424.0,1.1060986427159156,True,370802,1046472
FLA,8,91,142483,658271,1881599.0,1582387.0,299212.0,1.1890890155189597,True,16301,245167
FLA,8,92,214835,401896,2876633.0,2414831.0,461802.0,1.1912357427911104,True,16954,349928
FLA,8,93,84896,477095,7455741.0,6905313.0,550428.0,1.0797107965996617,True,38164,918949
FLA,8,94,71295,743974,2299291.0,2000204.0,299087.0,1.149528248118692,True,35568,346572
FLA,8,95,887121,1056731,3563653.0,3075071.0,488582.0,1.1588847867252496,True,19414,502608
FLA,8,96,825816,374705,493802.0,459748.0,34054.0,1.0740710128157165,True,10712,89565
FLA,8,97,554594,147718,3267341.0,2619130.0,648211.0,1.2474909607388713,True,18356,628236
FLA,8,98,645263,1008239,6992520.0,6527646.0,464874.0,1.0712161780831866,True,24906,671386
FLA,8,99,107512,147443,2773747.0,2121550.0,652197.0,1.30741533312908,True,4734,270436
FLA,16,0,121958,671155,3259828.0,3106219.0,153609.0,1.0494520830630423,True,4537,428013
FLA,16,1,131932,259178,8958857.0,8224392.0,734465.0,1.0893032579186401,True,55791,1055254
FLA,16,2,110268,732180,575699.0,482609.0,93090.0,1.1928890675474348,True,1754,81971
FLA,16,3,137337,999890,3484284.0,2954530.0,529754.0,1.1793022917350644,True,9552,663583
FLA,16,4,912756,175203,5898192.0,5421445.0,476747.0,1.0879372565801184,True,17274,289975
FLA,16,5,278167,41090,2292068.0,1365255.0,926813.0,1.678857063332491,True,9561,97478
FLA,16,6,329365,787201,2069322.0,1684576.0,384746.0,1.2283933761373782,True,5208,414727
FLA,16,7,327069,791743,2971023.0,2344606.0,626417.0,1.2671736743828175,True,19379,594025
FLA,16,8,103355,184779,2640755.0,1692681.0,948074.0,1.5601019920469361,True,6695,209588
FLA,16,9,989436,486232,2037962.0,1540670.0,497292.0,1.3227764543997091,True,10575,279639
FLA,16,10,917040,156730,5804057.0,5446706.0,357351.0,1.0656086449314504,True,7021,326952
FLA,16,11,654811,527035,5364551.0,5138650.0,225901.0,1.0439611571132497,True,4236,366888
FLA,16,12,648143,65725,8037270.0,7199834.0,837436.0,1.1163132372218583,True,77767,758410
FLA,16,13,84654,953277,4153943.0,3318485.0,835458.0,1.2517588598411624,True,26774,457892
FLA,16,14,591723,319030,2699355.0,2456227.0,243128.0,1.0989843365454415,True,4096,295262
FLA,16,15,555839,273538,7966481.0,6780434.0,1186047.0,1.1749219887694504,True,148061,969149
FLA,16,16,331236,528178,2478339.0,1850972.0,627367.0,1.3389392168006864,True,7777,413257
FLA,16,17,565894,489492,5354146.0,5003846.0,350300.0,1.0700061512684442,True,11309,746032
FLA,16,18,473254,349457,4832102.0,3889857.0,942245.0,1.2422312696842068,True,17414,560404
FLA,16,19,665987,698361,538024.0,275378.0,262646.0,1.953765369782626,True,4355,39174
FLA,16,20,68148,648531,7497239.0,6960499.0,536740.0,1.07711228749548,True,63984,1036308
FLA,16,21,906606,678843,7072668.0,6767855.0,304813.0,1.0450383467139883,True,15589,572844
FLA,16,22,572843,256508,11159080.0,10345876.0,813204.0,1.0786017539742405,True,296402,1055824
FLA,16,23,803591,896942,3934188.0,2692844.0,1241344.0,1.460978801594151,True,23543,609906
FLA,16,24,106530,604365,639935.0,480402.0,159533.0,1.3320822977423075,True,3290,101355
FLA,16,25,460337,805889,2814537.0,2140699.0,673838.0,1.314774753480055,True,28287,428468
FLA,16,26,208261,271836,3012242.0,2328644.0,683598.0,1.2935605442480689,True,4133,486538
FLA,16,27,989913,202283,3380105.0,2608123.0,771982.0,1.295991408380663,True,8537,589839
FLA,16,28,196769,561353,5057942.0,4443188.0,614754.0,1.1383587640225892,True,114693,831381
FLA,16,29,1046797,950110,3084093.0,2484629.0,599464.0,1.2412690184329331,True,9088,371966
FLA,16,30,487879,564685,4219821.0,3751170.0,468651.0,1.1249346203984356,True,67452,801640
FLA,16,31,782038,1007293,3533963.0,2353540.0,1180423.0,1.5015521299829193,True,112919,521492
FLA,16,32,579879,23247,7090074.0,6030056.0,1060018.0,1.1757890805657527,True,70710,852502
FLA,16,33,607086,533556,4725155.0,4520927.0,204228.0,1.045173921189172,True,5847,676820
FLA,16,34,742139,432315,2171565.0,1604269.0,567296.0,1.3536165069573745,True,7335,227811
FLA,16,35,926075,516588,175107.0,154454.0,20653.0,1.1337161873438046,True,343,14356
FLA,16,36,978732,48984,4971170.0,4362847.0,608323.0,1.1394325769388658,True,35065,737196
FLA,16,37,302918,264712,4346046.0,3676888.0,669158.0,1.181990313547761,True,10465,717147
FLA,16,38,133767,648663,8115224.0,7606839.0,508385.0,1.0668326225913287,True,54254,1036377
FLA,16,39,136330,480754,5679070.0,5019059.0,660011.0,1.1315009446989963,True,47454,919192
FLA,16,40,13986,586146,5970599.0,5155183.0,815416.0,1.1581740163249297,True,117134,982166
FLA,16,41,12666,134633,4366390.0,3356787.0,1009603.0,1.3007646895677325,True,45237,711905
FLA,16,42,288998,850937,5947183.0,5354281.0,592902.0,1.1107341956837902,True,11588,673720
FLA,16,43,628776,996107,4798569.0,4134719.0,663850.0,1.1605550461833078,True,8137,592005
FLA,16,44,838688,351279,814908.0,590877.0,224031.0,1.3791499753755858,True,4614,69938
FLA,16,45,913910,489570,5163042.0,4957261.0,205781.0,1.0415110279648379,True,4709,235261
FLA,16,46,24538,894498,4838897.0,4177337.0,661560.0,1.1583688364142035,True,128254,767470
FLA,16,47,201664,491234,1426615.0,1089983.0,336632.0,1.308841514041962,True,9791,130285
FLA,16,48,139182,184064,1709951.0,1269817.0,440134.0,1.3466121496247097,True,13357,147869
FLA,16,49,214020,1039577,2382799.0,1994812.0,387987.0,1.194498027884332,True,24290,289670
FLA,16,50,623094,897421,2822472.0,2257188.0,565284.0,1.2504372697356179,True,3382,227312
FLA,16,51,615270,917710,10924948.0,10103467.0,821481.0,1.0813068424927799,True,265866,1041870
FLA,16,52,218969,122409,6172472.0,4922780.0,1249692.0,1.2538589983708393,True,68233,896126
FLA,16,53,253618,769598,7507106.0,6572275.0,934831.0,1.142238570358057,True,15992,463649
FLA,16,54,772838,874371,1846706.0,1679187.0,167519.0,1.0997619681429167,True,6994,407215
FLA,16,55,735716,973548,5996309.0,5250970.0,745339.0,1.1419431076543953,True,29076,858270
FLA,16,56,773290,999238,2090072.0,1648194.0,441878.0,1.2680982942541958,True,30707,426103
FLA,16,57,861882,379989,1984196.0,1574718.0,409478.0,1.2600325899621392,True,6048,382640
FLA,16,58,415515,43585,2032568.0,1664937.0,367631.0,1.2208077542873994,True,8546,439748
FLA,16,59,64044,960061,1463414.0,1152264.0,311150.0,1.2700336034103297,True,14127,102104
FLA,16,60,442296,109556,3331503.0,2354232.0,977271.0,1.4151124443130498,True,11036,452195
FLA,16,61,767595,200235,2622001.0,2207290.0,414711.0,1.1878824259612466,True,13350,569304
FLA,16,62,25939,542335,1639556.0,1426730.0,212826.0,1.1491704807496863,True,8328,189945
FLA,16,63,75766,408923,4072584.0,3809385.0,263199.0,1.0690922550490434,True,8872,608462
FLA,16,64,568550,387261,2239732.0,2191467.0,48265.0,1.0220240596823953,True,5932,253697
FLA,16,65,810208,685440,2674630.0,1659482.0,1015148.0,1.6117258276980406,True,47083,270013
FLA,16,66,984346,137848,4992569.0,3897727.0,1094842.0,1.280892427817546,True,47872,753649
FLA,16,67,617075,127948,10222383.0,8518553.0,1703830.0,1.2000140164650028,True,145048,973563
FLA,16,68,402690,499046,576926.0,481045.0,95881.0,1.1993181511085242,True,326,22786
FLA,16,69,451269,21959,4185810.0,3844469.0,341341.0,1.0887875542760261,True,8455,755950
FLA,16,70,228576,1015602,3136730.0,2640170.0,496560.0,1.1880787979561922,True,28525,435591
FLA,16,71,914091,165838,5850307.0,5440026.0,410281.0,1.0754189410124142,True,8341,324472
FLA,16,72,61087,1013343,1613777.0,1426400.0,187377.0,1.131363572630398,True,20814,177723
FLA,16,73,118451,439792,2570600.0,1947842.0,622758.0,1.3197168969557078,True,3007,241894
FLA,16,74,39353,193075,3270766.0,3060423.0,210343.0,1.0687300415661496,True,2531,194151
FLA,16,75,65318,765313,2252742.0,1940228.0,312514.0,1.1610707607559525,True,4690,311794
FLA,16,76,416880,591460,4195343.0,3716378.0,478965.0,1.1288795165615553,True,24886,870629
FLA,16,77,740976,781239,3758189.0,3253573.0,504616.0,1.1550959514355448,True,13823,658945
FLA,16,78,770746,813168,1367469.0,868722.0,498747.0,1.5741157700622292,True,38296,171409
FLA,16,79,225281,1020545,6002435.0,4869690.0,1132745.0,1.2326113161207386,True,45904,853818
FLA,16,80,898613,269536,7856696.0,6725670.0,1131026.0,1.1681655507927091,True,100296,973686
FLA,16,81,317824,177789,4326112.0,3113444.0,1212668.0,1.3894940779406986,True,33468,793435
FLA,16,82,742452,837291,2592553.0,2517812.0,74741.0,1.0296849010172324,True,5156,413259
FLA,16,83,125657,681669,5026079.0,4654205.0,371874.0,1.0799006489830165,True,12991,604440
FLA,16,84,109751,811774,4312928.0,3762537.0,550391.0,1.1462818837396151,True,15383,600665
FLA,16,85,461079,368452,2956008.0,2414775.0,541233.0,1.2241339255210113,True,8633,460919
FLA,16,86,106081,983237,7103332.0,6350526.0,752806.0,1.11854230657429,True,42955,892202
FLA,16,87,558986,110078,1227924.0,1017697.0,210227.0,1.206571307569935,True,2548,99986
FLA,16,88,22671,51663,3710630.0,2709129.0,1001501.0,1.369676379382451,True,42268,440279
FLA,16,89,1064284,311955,3549207.0,2846749.0,702458.0,1.246757968475619,True,11792,374189
FLA,16,90,112547,910681,10475808.0,9796770.0,679038.0,1.0693124366500388,True,274947,1046472
FLA,16,91,142483,658271,2040544.0,1582387.0,458157.0,1.2895353665064235,True,15199,245167
FLA,16,92,214835,401896,2960992.0,2414831.0,546161.0,1.2261694503673342,True,28363,349928
FLA,16,93,84896,477095,7865606.0,6905313.0,960293.0,1.139065817870964,True,58444,918949
FLA,16,94,71295,743974,2431974.0,2000204.0,431770.0,1.2158629819758384,True,24334,346572
FLA,16,95,887121,1056731,3511952.0,3075071.0,436881.0,1.142071841593251,True,35779,502608
FLA,16,96,825816,374705,503599.0,459748.0,43851.0,1.095380512802666,True,13404,89565
FLA,16,97,554594,147718,3172415.0,2619130.0,553285.0,1.2112476280291546,True,38022,628236
FLA,16,98,645263,1008239,7829316.0,6527646.0,1301670.0,1.1994087914693903,True,86122,671386
FLA,16,99,107512,147443,2745750.0,2121550.0,624200.0,1.294218849426127,True,3265,270436
FLA,32,0,121958,671155,3259828.0,3106219.0,153609.0,1.0494520830630423,True,4470,428013
FLA,32,1,131932,259178,8913590.0,8224392.0,689198.0,1.0837992644319483,True,51983,1055254
